fraudulent_name,real_name,label,max_similarity,predicted_label,error_type
𝑆ɯ𝑎ոƽ౦ո,Swanson,1,0.90183735,0,false_negative
Milky Way,Cobalt,0,0.9404823,1,false_positive
Yamaha,Nokia,0,0.93302816,1,false_positive
Duracell,Dulux,0,0.92615306,1,false_positive
𝚮ං𝘮𝚎 𝕊𝔥𝛐𝛠𝛒𝒊𝞏𝗴 𝐍ℯ𝚝𝙬௦𝓻ᴋ,Home Shopping Network,1,0.8474469,0,false_negative
ℂH𝐄P,CHEP,1,0.8744706,0,false_negative
5 Second,Merrill Lynch,0,0.91500366,1,false_positive
𝘏𝚊ᶌա𝖺𝚛𝒅𝑠,Haywards,1,0.9016262,0,false_negative
𝖢ᴏ﹘𝝄𝓅,Co-op,1,0.83351004,0,false_negative
Tanqueray,Original Ranch,0,0.9225972,1,false_positive
Banana Boat,Benjamin Moore,0,0.919103,1,false_positive
𝔎Ꭲ,KT,1,0.86633027,0,false_negative
𝒜ꓲ𝖎π𝚝𝞪 Ԍ𝛂ｓ,Alinta Gas,1,0.9093884,0,false_negative
𝓜०𝕀ԁ𝒄e𝝞ℓ,Moldcell,1,0.8559159,0,false_negative
𝖯ul𝕝–Ups,Pull-Ups,1,0.87246406,0,false_negative
Clinique,XFX,0,0.928112,1,false_positive
𝓡𝚎ԁ ꓣ𝚘𝘣𝝸𝝅,Red Robin,1,0.89215696,0,false_negative
𝕂𝗘𝓑,KEB,1,0.8675691,0,false_negative
𝙱a𝓇ιllａ,Barilla,1,0.89196134,0,false_negative
𝐍ംvog𝑒п,Novogen,1,0.9026697,0,false_negative
𝚮ɪ𝑔𝘩 𝑉𝙖Ｉ￨еỿ,High Valley,1,0.8789923,0,false_negative
Acer,Under Armour,0,0.92944336,1,false_positive
𝒜dvil,Advil,1,0.8788234,0,false_negative
Ꭹ𝔢ⵏ𝙄𝛐𝗐 𝓟𝛂𝖌𝚎𝚜,Yellow Pages,1,0.88924766,0,false_negative
𝙿аn𝜏e𝒏𝗲,Pantene,1,0.89948803,0,false_negative
𝗧𝔂ⅽo,Tyco,1,0.9020994,0,false_negative
Stanley,Fendi,0,0.9233073,1,false_positive
Trapiche Roble,PiratfÃ¶rlaget,0,0.9197037,1,false_positive
Smart Ones,Olympus,0,0.9334576,1,false_positive
𝙔𝞪𝔥𝒐ο！,Yahoo!,1,0.8786088,0,false_negative
Slurpee,Petro Canada,0,0.9117229,1,false_positive
EDF Electric,Entel PCS,0,0.91763383,1,false_positive
ℳ𝜶Ｉi𝕓u,Malibu,1,0.9064345,0,false_negative
〇𝒳𝜪,OXO,1,0.87560564,0,false_negative
𝖀nited 𝖂𝖆y,United Way,1,0.89002097,0,false_negative
Albertsons,Sweet'n Low,0,0.921054,1,false_positive
𝗣𝒂𝔯𝕜ｓ𝑜𝜛,Parkson,1,0.8826677,0,false_negative
𝗝𝘓e𝚞𝓽𝑒𝛑𝑒ᶃ𝗀𝘦𝐫 𝙋𝗍ყ Lт𝔡,JLeutenegger Pty Ltd,1,0.9028871,0,false_negative
𝐆𝟮ꓳ𝞞Ο,G2000,1,0.8486775,0,false_negative
𝓐М𝟷,AMI,1,0.8872925,0,false_negative
𝒬uℯbec𝓸r,Quebecor,1,0.86533755,0,false_negative
Vidal Sassoon,Kids âRâ Us,0,0.92521906,1,false_positive
Bravox,Gree,0,0.9107705,1,false_positive
G૦d𝙧ej,Godrej,1,0.89218354,0,false_negative
Voltaren,Vodafone,0,0.9278228,1,false_positive
𝔈𝑥t𝓇⍺,Extra,1,0.8946062,0,false_negative
𝘚ingha,Singha,1,0.89295954,0,false_negative
ℒⲟ𝐠𝒊𝗍𝗲𝙘ℎ,Logitech,1,0.9060483,0,false_negative
Carte Noire,Logitech,0,0.9307416,1,false_positive
Telenor,Orval,0,0.9120325,1,false_positive
XFX,Facebook,0,0.9188912,1,false_positive
Selters,St John,0,0.9203694,1,false_positive
Codan Limited,Coldwater Creek,0,0.93587244,1,false_positive
Ocean Spray,Brasil Foods,0,0.93165505,1,false_positive
GlashÃ¼tte,CVS,0,0.9176909,1,false_positive
𝘐𝑔𝙸૦౦,Igloo,1,0.81889254,0,false_negative
Swanndri,Company Naming,0,0.92866844,1,false_positive
I Can't Believe It's Not Butter,Cacharel,0,0.9169403,1,false_positive
Ruby Tuesday,Urban Outfitters,0,0.92983323,1,false_positive
ᗰ𝑜𝘯ꓒ𝒊,Mondi,1,0.9073172,0,false_negative
𝙍℮d ℛо𝜊𝒔𝓉𝕖г,Red Rooster,1,0.8995875,0,false_negative
Ricard,ÃBB,0,0.9280908,1,false_positive
𝔓аⲅ𝘮𝓪ⅼa𝘁,Parmalat,1,0.8741524,0,false_negative
𝙰𝚖𝕖ᴦι𝖼𝛂 𝛰ռℑ𝜄𝘯𝑒,America Online,1,0.8542273,0,false_negative
Slurpee,Kapiti Fine Foods,0,0.9115102,1,false_positive
𝐵𝑟aun,Braun,1,0.90274,0,false_negative
Comedy Central,CRSanjiu,0,0.9249905,1,false_positive
Voltaren,More,0,0.9344739,1,false_positive
𝑪𝕒𝓇rn𝘢᙮,Carmax,1,0.8863834,0,false_negative
Sharper Image,Town House,0,0.9151663,1,false_positive
𝕋ung 𝑳𝝾k 𝗚roup,Tung Lok Group,1,0.90106195,0,false_negative
Juicy Couture,Tung Lok Group,0,0.9308895,1,false_positive
𝙈𝐨n𝓼𝒂𝟉𝘵𝔬,Monsanto,1,0.84695077,0,false_negative
𝕎ｅѕ𝙨໐𝕟,Wesson,1,0.89657223,0,false_negative
Antarctica,QR,0,0.93553376,1,false_positive
Big Lots,Thighmaster,0,0.92286885,1,false_positive
Thermacare,Lojas Riachuelo,0,0.9200275,1,false_positive
Baby Mild,Nutella,0,0.9205029,1,false_positive
𝗣hilips,Philips,1,0.90286654,0,false_negative
Movicom,Neutrogena,0,0.91285396,1,false_positive
𝗟𝒆nd 𝔏℮𝛂se C𝖔𝘳𝖕𝞸r𝝰tiᴑ𝑛,Lend Lease Corporation,1,0.9032577,0,false_negative
Breville,Bank of Nova Scotia,0,0.9230529,1,false_positive
𝖳obl𝒆𝖗o𝜋e,Toblerone,1,0.90916,0,false_negative
𝘋𝜎ս᙮,Doux,1,0.81328416,0,false_negative
General Mills,Kikkoman,0,0.9296818,1,false_positive
𝔖ⅿaгt𝔑𝘚,SmartNS,1,0.9000303,0,false_negative
Streets,SmartNS,0,0.92755854,1,false_positive
𝙸൦n,Ion,1,0.7684734,0,false_negative
𝛢ՏＢ,ASB,1,0.90733844,0,false_negative
AkzoNobel,Bonne Bell,0,0.92179114,1,false_positive
Pepperidge Farm,Marcolini,0,0.91139364,1,false_positive
𝑺𝗍𝚊𝕞𝚤𝜛aԁе,Staminade,1,0.90051097,0,false_negative
Patagonia,Liquid Paper,0,0.9289646,1,false_positive
S.T. Dupont,Terminix,0,0.9258044,1,false_positive
𝛵𝒱N,TVN,1,0.9024353,0,false_negative
𝙂MAC,GMAC,1,0.8811991,0,false_negative
Massimo Zanetti,Big Lots,0,0.9321959,1,false_positive
𝐹ං𝞸t 𝙇𝜎𝑐ⲕℯ𝚛,Foot Locker,1,0.88733995,0,false_negative
DaKine,Foot Locker,0,0.9268745,1,false_positive
AA𝐀,AAA,1,0.89145684,0,false_negative
𝘽𝐞𝔢𝘁1𝖊,Beetle,1,0.89457905,0,false_negative
𝘒in𝑰ey,Kinley,1,0.90038544,0,false_negative
Universal Music Group,BOTOX,0,0.9218757,1,false_positive
Helzberg Diamond,Monterey,0,0.9248354,1,false_positive
Mobilkom Austria,Captain Morgan,0,0.9241606,1,false_positive
Pirelli,Stanley Black & Decker,0,0.9318257,1,false_positive
Soft 'n Gentle,Durango,0,0.918321,1,false_positive
𝑳𝑒 𝗠౦𝜋𝗱𝕖,Le Monde,1,0.8374599,0,false_negative
𝔗rеnԁ 𝓜ⅰ𝕔г𝘰,Trend Micro,1,0.89978325,0,false_negative
Splice,Sole,0,0.9200054,1,false_positive
C𝕙𝑒ap 𝐌ℴπ𝗱𝕒𝗒,Cheap Monday,1,0.88745755,0,false_negative
Carl's Jr.,De'Longhi,0,0.9164292,1,false_positive
Santal,S.T. Dupont,0,0.9170901,1,false_positive
T𝑊A,TWA,1,0.90149933,0,false_negative
